text,label,app,app_name,rating
"does what it says on the tin, be nice if it could reflow pdf text to fit a qvga screen even if that's not what pdfs are for",1,com.adobe.reader,Adobe Acrobat Reader,3
terrible! radar motion does not work.,0,com.aws.android,AccuWeather,1
"no bookmarking or returning to last page viewed. no goto <url> reading long documents, its extremely annoying. also needs to run from sd card.",0,com.adobe.reader,Adobe Acrobat Reader,1
i hate that you have to pay smh,0,com.adobe.lrmobile,Adobe Lightroom,1
luv it but u should allow us <number> make more than one character then i'll give u <number>  's,1,com.bitstrips.imoji,Bitmoji,3
easy to use very good deal.,2,com.booking,Booking.com,4
good for work bad for studying,2,cc.forestapp,Forest,4
your rates are often more expensive than if accommodation is booked direct with hotel. you rape your customers' pockets!,0,com.booking,Booking.com,1
been trying for <number> days to use this site; unable to login into my account.,0,com.booking,Booking.com,1
( their is proplem when i signout from my bbm and i signin i can't foun any chats i hope that you fixet and make thae chats stay on me account and if anyone send me anything a can see it later when i login to my account ),1,com.bbm,BBM,3
there is no print option i can find.,1,com.adobe.reader,Adobe Acrobat Reader,3
lightroom is great. forcing users to have credit cards/subscriptions is not,0,com.adobe.lrmobile,Adobe Lightroom,1
used to be great,0,com.bitstrips.imoji,Bitmoji,1
i have very bad photos but it can download faster,1,com.UCMobile.intl,UC Browser,3
plz make it for longer <url> 's too <url>,2,cc.forestapp,Forest,4
"i like the app, but they really should consider alternate plans for non-business personal use. the app is great for arg ingress team organization but the pricing is seemingly only considering large corporations and simply unrealistic for recreational users. you do have a non profit discount application, but you really need to extend that discount to recreational use.",1,com.Slack,Slack,3
on getting the latest update the app stopped working all of a sudden. i use samsung galaxy s <number> . please see what has gone wrong. i tried reinstalling the app too. didn't work.,0,cc.forestapp,Forest,1
needs to be more versatile to compete with whatsapp,2,com.bbm,BBM,4
<salutation> please provide your music addon as a separate application to download and use as music player application. <signature>,2,com.UCMobile.intl,UC Browser,4
cant login on my s <number>,1,com.bbm,BBM,3
"great app, needs better ui on reviews",1,com.booking,Booking.com,3
let's you use all apps that were pre-installed on your phone when you bought it,0,cc.forestapp,Forest,1
it is too slow app.,0,com.UCMobile.intl,UC Browser,1
"need bookmarks, or a way to remember last page read. zoom is now very slow, previous versions was fast.",1,com.adobe.reader,Adobe Acrobat Reader,3
last update was a good speedup. still no bookmark support and not as fast as repligo with scanned non ocr pdfs.,1,com.adobe.reader,Adobe Acrobat Reader,3
"one to rule them all, but very heavy on resources",2,com.adobe.lrmobile,Adobe Lightroom,4
i'm having the same loading issues that were mentioned by another user. for some reason the app won't open anymore. all i get is the loading screen and a dialogue box saying the app is not responding.,1,cc.forestapp,Forest,3
it's pretty cool cus you can leave a message and with this app it can express your emotion with it as well as the words so there is no confusion of emotion with text,2,com.bitstrips.imoji,Bitmoji,4
"failed to check of using other app , can use phone with running it on the background .",0,cc.forestapp,Forest,1
"lacks a lot of basic features such as bookmarks and ""goto page"". thinkoffice does a better job.",0,com.adobe.reader,Adobe Acrobat Reader,1
"my subcription isn't work,",0,com.bbm,BBM,1
interface is ugly and outdated,1,com.booking,Booking.com,3
"useful app, quicker than emails",2,com.Slack,Slack,4
very bad app. always advertisement,0,com.UCMobile.intl,UC Browser,1
i know there was an update with new hairstyles but there arent a lot of hairstyles with bangs and hairstyles for like big wavy curls either but can we please bet more waves,2,com.bitstrips.imoji,Bitmoji,4
after installing this app its showing only <number> images .its not opening,0,com.adobe.lrmobile,Adobe Lightroom,1
"newest update is a piece of crap, cant see pictures anymore, screen stays black, still runs like crap",0,com.bbm,BBM,1
"please keep up with the ios version which allows editing any raw files from any camera. i have an amazing android tablet and want to do some photography works with it. right now i can only use a third party app to convert my canon and sony files to dng first, then import to lightroom mobile for further editing.",1,com.adobe.lrmobile,Adobe Lightroom,3
easy and useful with good deals,2,com.booking,Booking.com,4
good app just seems somewhat behind on updating,1,com.aws.android,AccuWeather,3
the latest update is suck!! to many annoying ads,0,com.bbm,BBM,1
it is a good application for communicating with friends via messages.,2,com.bbm,BBM,4
i loved this for editing and storing enhanced pictures. but recently i had <number> photos and all of a sudden they were purged until there was only <number> stored on lightroom. any ideas for a fix?,1,com.adobe.lrmobile,Adobe Lightroom,3
"though i do enjoy using the app a lot, i am always surprised to find out that many phrases which are common to me are not supported. though extremely frustrating at times (rather than fun) when you find yourself searching over & over again until you find a word/pharse from your vocabulary that is supported, i assume the app will increase in word/phrases caricatures that will eventually support a broader vocabulary range. despite these vocabulary limitations however, it still remains an entertaining app to utilize in your daily messaging routine.",2,com.bitstrips.imoji,Bitmoji,4
it would be nice if it was in different languages.,1,com.bitstrips.imoji,Bitmoji,3
please allow full control of the size of export files,1,com.adobe.lrmobile,Adobe Lightroom,3
bbm for andriod is ok,1,com.bbm,BBM,3
full of bugs and errors.,0,com.booking,Booking.com,1
useful but ios version easier to use,2,com.Slack,Slack,4
love this app pretty accurate,2,com.aws.android,AccuWeather,4
the app is ok it just needs hats or caps like from are favorite sports or team,1,com.bitstrips.imoji,Bitmoji,3
annoying pop ups don't help but weather forecasts are good,1,com.aws.android,AccuWeather,3
recently noticing inaccuracies. my radar never works. and it's not just me. anyone i know who had this app is having issues. please update and fix. i'm a weather junky! i miss weather bug!,1,com.aws.android,AccuWeather,3
"that app is fine but would like to see more outfits for us to mix match. there is nothing here for breast cancer awareness month. that is not right. also we should be able to see outfits for that represent all types of awareness. domestic violence, child abuse, and more. i don't mean go overboard but things that are meaning full. <signature>",2,com.bitstrips.imoji,Bitmoji,4
raw files not loading,2,com.adobe.lrmobile,Adobe Lightroom,4
good app. twice weekly update???,1,com.booking,Booking.com,3
i want to delete stuff!! so why can't i? that's got to be a flaw.,1,com.adobe.reader,Adobe Acrobat Reader,3
stopped working on my phone since the last update. will bring rating up when the problem is fixed.,0,cc.forestapp,Forest,1
keep the new trees coming,2,cc.forestapp,Forest,4
i just want to test it!!,0,com.adobe.lrmobile,Adobe Lightroom,1
the tree does not die no matter which app i <url> i have tried every setting possible but it doesnot <url>,0,cc.forestapp,Forest,1
"bbm is good ,hate the adverts",2,com.bbm,BBM,4
fast and good but missing features.,1,com.Slack,Slack,3
good could be better,1,com.bitstrips.imoji,Bitmoji,3
stupid trees. too much green. too cute. memory hog. deleted it.,0,cc.forestapp,Forest,1
"do not waste your time. if u think u can save the earth but no, you have to buy premium first to plant trees. absolute a waste timer",0,cc.forestapp,Forest,1
some large pdf files are always distorted. can only read first few pages.,1,com.adobe.reader,Adobe Acrobat Reader,3
it exactly matches with my needs.,2,com.adobe.reader,Adobe Acrobat Reader,4
it was good till,1,cc.forestapp,Forest,3
can't even install app,0,com.Slack,Slack,1
"it's <url> only downside is can't make just any emotion, but overall great",2,com.bitstrips.imoji,Bitmoji,4
"on the money , accurate.",2,com.aws.android,AccuWeather,4
"battery drain, battery drain, battery drain",0,com.bbm,BBM,1
usually accurate on today's weather but not so much on the <number> day forecast,1,com.aws.android,AccuWeather,3
this cell phone is nice.,1,com.booking,Booking.com,3
never sends the correct emoji.,0,com.bitstrips.imoji,Bitmoji,1
"its amazing app, but unfortunately after the new updation the app forced to close when importing a new photo. so please fix that bug immediately",2,com.adobe.lrmobile,Adobe Lightroom,4
good enough and satisfied result <url> its quite good aap,1,cc.forestapp,Forest,3
"wrong location, can't change it",0,com.aws.android,AccuWeather,1
this thing is a trap! it will take your money,0,com.booking,Booking.com,1
"i love it, is very useful. but it has a loop. when the tree is growing we can skip the block pressing the menu button. i downloaded because i really needed something to totally blocked my phone. check that loop",1,cc.forestapp,Forest,3
nice app to focus!,2,cc.forestapp,Forest,4
when sending via text it comes out distorted,0,com.bitstrips.imoji,Bitmoji,1
cool idea pain da butt to use then at times wont work <url>,0,com.bitstrips.imoji,Bitmoji,1
"since updating the app, it crashes at its launch",0,cc.forestapp,Forest,1
"still uses too much memory. n/a in europe locations. other than that, it would be <number> stars",1,com.aws.android,AccuWeather,3
"useless app, doesn't work as described",0,com.adobe.lrmobile,Adobe Lightroom,1
never picks the right emoji!!!,0,com.bitstrips.imoji,Bitmoji,1
need more backup option,2,com.bbm,BBM,4
"puts an end to procrastination, only one con",2,cc.forestapp,Forest,4
cannot go to page. no toc. no search. slow.,0,com.adobe.reader,Adobe Acrobat Reader,1
great but eats a lot of battery even in background. it's getting slow on older hardware.,2,com.booking,Booking.com,4
no more trees since update. just shrubs :'(,2,cc.forestapp,Forest,4
so far it's <number> k,2,com.bbm,BBM,4
adobe forgot pretty basic features such as goto page and table of content. i am trying to read a <number> pages doc but without those it's mission impossibl,1,com.adobe.reader,Adobe Acrobat Reader,3
anyone video download stop and very slow download,0,com.UCMobile.intl,UC Browser,1
too much limit on media sent,1,com.bbm,BBM,3
this is very veird how any one can build such type of app it is waste of time and battery also,0,cc.forestapp,Forest,1
can't install to sd card on evo. fix it!!!,0,com.adobe.reader,Adobe Acrobat Reader,1
it's just i hope that it contains features as the pro version in desktop,2,com.adobe.reader,Adobe Acrobat Reader,4
its cute. but i want to know why it still alive when i open another apps ? i didnt close this app,1,cc.forestapp,Forest,3
reserved <number> deluxe rms but bad in other stuffs,0,com.booking,Booking.com,1
it's faster than chrome,2,com.UCMobile.intl,UC Browser,4
"a bit buggy at times ( doesn't change a channel from unread to read / let the notification even thought it has been read), but a good way to keep in contact with the team on the road. nice app so far.",2,com.Slack,Slack,4
requires permission to read your entire address book.,0,com.Slack,Slack,1
does not open all pdf files that you can open with adobe on the pc. uninstalled.,0,com.adobe.reader,Adobe Acrobat Reader,1
doesn't work on my htc droid eris!! can't open pdf attached emails. uninstalling!!,0,com.adobe.reader,Adobe Acrobat Reader,1
radar won't animate and current location is wrong,0,com.aws.android,AccuWeather,1
"good editing <url> but we need selective option in this app,which is in snapseed <url> our humble request to add selective option in this <url>",1,com.adobe.lrmobile,Adobe Lightroom,3
why pay that price for tablet use,0,com.adobe.lrmobile,Adobe Lightroom,1
the advertise very annoying,1,com.bbm,BBM,3
"gotten pretty good when i got an updated phone, but i could do without the zoom-in everytime i look at radar.",2,com.aws.android,AccuWeather,4
great concept and app. crashes or stops tree when orientation changes.,1,cc.forestapp,Forest,3
how do i delete the updated version i like the old better the body types are all the same i'm plus size i need my plus size bitmoji back lol <url> help,0,com.bitstrips.imoji,Bitmoji,1
only worked for a couple days.,0,com.bitstrips.imoji,Bitmoji,1
ads are just a little bit annoying,2,com.bbm,BBM,4
doesn't work for nothing,0,com.bitstrips.imoji,Bitmoji,1
most hotels dont have free cancellation,1,com.booking,Booking.com,3
nice <url> good at all funtions,2,com.adobe.lrmobile,Adobe Lightroom,4
why has the slack logo changed to a swastika?!,0,com.Slack,Slack,1
"my s <number> edge store raw photos to device storage, not to sd card storage and i must move, always, raw photos to sdcard that lightroom to see it. please fix this.",2,com.adobe.lrmobile,Adobe Lightroom,4
cant get it to appear in text messages,0,com.bitstrips.imoji,Bitmoji,1
"a couple days ago, started telling me it can't attatch the emoji to my texts, that just stinks! i have a galaxys <number>",0,com.bitstrips.imoji,Bitmoji,1
very easy to use and helpful,2,com.booking,Booking.com,4
needs more of the core lightroom features,1,com.adobe.lrmobile,Adobe Lightroom,3
could have been <number> or <number> stars,1,com.bbm,BBM,3
views pdfs better then stock app but it doesn't see pdf's on sd card,0,com.adobe.reader,Adobe Acrobat Reader,1
works quicker than other pdf readers. still no bookmarks. i'll stick with aldiko for reading pdf books.,1,com.adobe.reader,Adobe Acrobat Reader,3
good but not great,1,com.booking,Booking.com,3
"very slow on htc wildfire. i usually give up waiting if adobe does give up <number> st. large pdfs should just be forgotten about, they won't open!",0,com.adobe.reader,Adobe Acrobat Reader,1
i think its good,1,com.UCMobile.intl,UC Browser,3
stealing information without permission such as location. blocking users based on discriminatory reasons. deleting users data without asking for permission.,0,com.Slack,Slack,1
"need more improvement,such as smooth video playing and more porn web,",1,com.UCMobile.intl,UC Browser,3
room rate at times is misleading subject to additional charges,1,com.booking,Booking.com,3
better than the other,1,com.bbm,BBM,3
it crashes the moment i open it,0,cc.forestapp,Forest,1
"i recently updated app in my android phone and now i don't have properly working search in channels. in web-version of slack - everything is fine, on iphone devices - everything is ok too. but in android devices - doesn't working properly. please fix it.",0,com.Slack,Slack,1
very easy to make a booking,2,com.booking,Booking.com,4
was great. now radar freezes,0,com.aws.android,AccuWeather,1
nice want's to be more,2,com.booking,Booking.com,4
very good. could be a little more intuitive but i use it a lot,2,com.adobe.reader,Adobe Acrobat Reader,4
can't import raw files into my xiaomi mi <number>,1,com.adobe.lrmobile,Adobe Lightroom,3
maybe i just haven't used it long enough but can't you just use lync mobile or group texts to do this?,2,com.Slack,Slack,4
good app. useful at work and for the team.,2,com.Slack,Slack,4
i loved this app and <url>,1,cc.forestapp,Forest,3
uc browser is always shown fake news,0,com.UCMobile.intl,UC Browser,1
keeps telling u to turn on the access then brings u to the settings page and even aft you check all the boxes doesnt take you back to the app. and continues to keep popping up disrupting phone usage. app doesnt work properly,0,cc.forestapp,Forest,1
it's download video very fast and all other thing,2,com.UCMobile.intl,UC Browser,4
i can't edit all the pictures. some pictures cannot load the editing tools. help,2,com.adobe.lrmobile,Adobe Lightroom,4
i like this application,2,com.UCMobile.intl,UC Browser,4
that is good to use,2,com.UCMobile.intl,UC Browser,4
android app needs work. i want it on my keyboard!,1,com.bitstrips.imoji,Bitmoji,3
i like the app but please put some more ladies nice dresses and christians emotion . and new winter fashion! please,2,com.bitstrips.imoji,Bitmoji,4
improve speak aloud option,2,com.adobe.reader,Adobe Acrobat Reader,4
nicely and makes my world happy,2,com.bbm,BBM,4
i felt very sorry when my tree died. how come the whitelist wont work? pls fix.,0,cc.forestapp,Forest,1
sign up form doesn't work and this app doesnt work without an adobe account so it was just a waste of time.,0,com.adobe.lrmobile,Adobe Lightroom,1
it's good but when puse download the file failed otherwise it is good,1,com.UCMobile.intl,UC Browser,3
i love slack! but mobile and tablet need post editing!,2,com.Slack,Slack,4
animation does not work. really disappointed. use everyday for work. moving on to the weather channel app. never fails.,0,com.aws.android,AccuWeather,1
difficult to maneuver through.,1,com.adobe.lrmobile,Adobe Lightroom,3
needs wind direction indication to see which way rain clouds are travelling. like my other weather app. storm.,2,com.aws.android,AccuWeather,4
has become unreliable and very inaccurate. loved it and now will get rid of because of terrible forecasts.,0,com.aws.android,AccuWeather,1
"slow, data hungry, missing features",0,com.Slack,Slack,2
i was very happy with my first tree so i went to get my second and i went and did chores and when i came back it said my tree died because of snapchat but i never left the app,1,cc.forestapp,Forest,3
weather in motion doesn't work,0,com.aws.android,AccuWeather,1
i did put <number> usernames still it says it already exists plz help,0,com.bbm,BBM,1
it's friendly and easy to use.,2,com.Slack,Slack,4
it glitches a lot and it closes when i'm in the middle of using it.,2,com.bitstrips.imoji,Bitmoji,4
really useful and quick and easy to use.,2,com.booking,Booking.com,4
something went wrong in the last update!,0,cc.forestapp,Forest,1
not as much expected,0,com.bitstrips.imoji,Bitmoji,1
pic dosent save after <url> force <url>,1,com.adobe.lrmobile,Adobe Lightroom,3
other apps has lower rates,1,com.booking,Booking.com,3
i shut my screen so my plants died?,1,cc.forestapp,Forest,3
"a lot of fun, but needs functionality tweeks!",1,com.bitstrips.imoji,Bitmoji,3
it gives fake news,1,com.UCMobile.intl,UC Browser,3
fix the radar animation! it's been messed up for over a month!,0,com.aws.android,AccuWeather,1
i had for less than a week and it keeps crashing ((,0,com.bitstrips.imoji,Bitmoji,1
"great app, poor notification settings",1,com.Slack,Slack,3
tells the weather. pretty accurate.,2,com.aws.android,AccuWeather,4
the radar issue has not been corrected yet!,0,com.aws.android,AccuWeather,1
please add a like function,2,com.Slack,Slack,4
limited choice of cards,1,com.booking,Booking.com,3
can't change language.,0,com.booking,Booking.com,1
<salutation> how can i change the timer so that i can set longer time period for each tree to grow? i would love to not check my phone for every ten minutes.,2,cc.forestapp,Forest,4
doesn't connect in networks with unreliable web sockets (like china),0,com.Slack,Slack,2
i have to watch the plant? sometimes i have my phone off and have to access another app related to work then plant dies. creates more work to go to my phone just to make sure i'm on the app,1,cc.forestapp,Forest,3
rooms sold not always available,1,com.booking,Booking.com,3
still very lame. can't open pdfs that are image scans. cmon adobe. really?,0,com.adobe.reader,Adobe Acrobat Reader,1
can't open my bbm after updated,0,com.bbm,BBM,1
"so far, it's good",2,com.bbm,BBM,4
"cool and useful, if you take it seriously",1,cc.forestapp,Forest,3
you can make better next time! my phone is on the auto-rotate and when it rotates ta daa my lovely tree is gone. if i have a notification ta daa again i don't know how many tree is died. fix the bugs! they ruin my process. -thirty minutes later- last <number> secs and tree killed itself,0,cc.forestapp,Forest,1
subscription for no ads,1,com.bbm,BBM,3
after update my display pict disapear,2,com.bbm,BBM,4
"when dark theme is on, your primary burnt-plum color looks like shiit, you must have noticed that, right? right?",0,com.Slack,Slack,1
great but room for improvement.,2,com.Slack,Slack,4
still no page finder even after all the comments from your downloaders asking for it? one star for apparently not reading comments. useless app.,0,com.adobe.reader,Adobe Acrobat Reader,1
bad on sms blocking,1,com.adobe.reader,Adobe Acrobat Reader,3
that in-your-face ads tho,0,com.bbm,BBM,1
crash and access issues,0,com.Slack,Slack,2
greate to manage or read docs.,2,com.adobe.reader,Adobe Acrobat Reader,4
it is the very good ape to any one download,2,com.UCMobile.intl,UC Browser,4
app is so slow cause of adds and take lots of memory app should be optimise for faster speed it hangs my phone,1,com.UCMobile.intl,UC Browser,3
very lag and make my phone so slow,0,com.bbm,BBM,1
i'm liking it so far but let's see what happens next,1,com.UCMobile.intl,UC Browser,3
please fix some bug n i will give u <number> star,1,com.bbm,BBM,3
best free weather app,2,com.aws.android,AccuWeather,4
good app bt if u can make various hair colours and if the outfit has a search option then it would have been more better,2,com.bitstrips.imoji,Bitmoji,4
"reliable weather forecast. can use multiple locations. has air quality, and pollen count. this is a wonderful app. i only wish it had migraine warnings. i would recommend it.",2,com.aws.android,AccuWeather,4
"rejecting latest logo changes, i'll now demerit the app & use others <url>",0,com.Slack,Slack,1
great but notification lag,2,cc.forestapp,Forest,4
after the upgrade instead i can not send <url> id missing,0,com.bbm,BBM,1
so far they are <number> - <number>,1,com.booking,Booking.com,3
why won't it let me download?,0,com.bitstrips.imoji,Bitmoji,1
please fix your fix! new version is so slow delivering messages!!!,0,com.bbm,BBM,1
it's full of information & <number> the most part kept up <number> date,2,com.aws.android,AccuWeather,4
the only reason i kept it is it's a good app for downloading. it contains too many ads.,0,com.UCMobile.intl,UC Browser,1
love it. need more love pictures,0,com.bitstrips.imoji,Bitmoji,1
it seems most of the sayings are for youngsters what about some old school sayings for older groups?,1,com.bitstrips.imoji,Bitmoji,3
news up to time updating is good,1,com.UCMobile.intl,UC Browser,3
always room for updates. more clothing selection etc. otherwise i love it!,2,com.bitstrips.imoji,Bitmoji,4
could be more useful,1,cc.forestapp,Forest,3
very intergrated with multiple tiers of operating at the users skill level,1,com.Slack,Slack,3
this is the wrost browser i have ever used. too many pop ups. speed is also not good,0,com.UCMobile.intl,UC Browser,1
floater won't work <url> bye felicia,0,com.bitstrips.imoji,Bitmoji,1
doesn't do what it promises. life is too short to persevere.,0,com.booking,Booking.com,1
so uesful and practical. im instatly more efficient and so is my team.,2,com.Slack,Slack,4
i like it most using adobe products since <number>,1,com.adobe.lrmobile,Adobe Lightroom,3
really useful app but my tree keeps getting killed by apps that are definitely on the whitelist,1,cc.forestapp,Forest,3
the animation stopped working please fix!,0,com.aws.android,AccuWeather,1
easy to use but better apps out there,1,com.adobe.reader,Adobe Acrobat Reader,3
radar animation no longer works!,0,com.aws.android,AccuWeather,1
edit for the particular parts is not working it has just given an option thats it,2,com.adobe.lrmobile,Adobe Lightroom,4
very bad <url> <url> <url>,0,com.UCMobile.intl,UC Browser,1
i like the tools available in this app. i would like the ability to mask or obscure portions of an image for privacy. a pen to would be great. a feedback mechanism in the app would be great as well.,2,com.adobe.lrmobile,Adobe Lightroom,4
in credit card payments if your card expires in feb you have no option to book hotel its error.,0,com.booking,Booking.com,1
i use it for reading articles and it's fine. would be useful to be able to open two articles at once for cross reference but otherwise happy with the app,2,com.adobe.reader,Adobe Acrobat Reader,4
nice app but if google allo brings same features as u then you all are doomed it crashes frequently and it's not fast as whatsapp,0,com.Slack,Slack,1
constantly unable to log into app,0,com.booking,Booking.com,1
there still are some bugs,2,com.bbm,BBM,4
is it real or fwork only,1,com.booking,Booking.com,3
<salutation> kindly please add local adjustment features to android as fast as possible. it will be a great help for us. waiting for the updates.,2,com.adobe.lrmobile,Adobe Lightroom,4
"i really like this app and is what i go to when i start loosing concentration. i wish there were more stats and plant types, also more beautifully animated and things that change <url>",2,cc.forestapp,Forest,4
"worst ever, do not use at all",0,com.booking,Booking.com,1
"this is a good app but unfortunately it can't open mp <number> or other that be send by bbm app in old version (gingger been), n i hope the app can be solved it,thx",1,com.bbm,BBM,3
